URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://tecnomod-um.org/ValueSet/post-neurosurgery-imaging-vs,1.0.0,active,,PostNeurosurgeryImagingVS,PostNeurosurgeryImaging ValueSet,"Allowed coded values for PostNeurosurgeryImaging",,"SCT,Internal"
http://tecnomod-um.org/ValueSet/post-recanalization-imaging-vs,1.0.0,active,,PostRecanalizationImagingVS,PostRecanalizationImaging ValueSet,"Allowed coded values for PostRecanalizationImaging",,"SCT,Internal"
http://tecnomod-um.org/ValueSet/post-stroke-complications-vs,1.0.0,active,,PostStrokeComplicationsVS,PostStrokeComplications ValueSet,"Allowed coded values for PostStrokeComplications","StructureDefinition/post-stroke-complication-condition-profile","SCT,Internal"
http://tecnomod-um.org/ValueSet/post-stroke-procedures-vs,1.0.0,active,,PostStrokeProceduresVS,PostStrokeProcedures ValueSet,"Allowed coded values for PostStrokeProcedures","ValueSet/stroke-treatment-procedure-vs","SCT"
http://tecnomod-um.org/ValueSet/procedure-not-done-reason-vs,1.0.0,active,,ProcedureNotDoneReasonVS,ProcedureNotDoneReason ValueSet,"Allowed coded values for ProcedureNotDoneReason","StructureDefinition/stroke-imaging-procedure-profile,StructureDefinition/stroke-mechanical-procedure-profile,StructureDefinition/stroke-carotid-imaging-procedure-profile,StructureDefinition/stroke-carotid-endarterectomy-procedure-profile,StructureDefinition/stroke-swallow-procedure-profile,StructureDefinition/stroke-treatment-procedure-profile","SCT,Internal"
http://tecnomod-um.org/ValueSet/procedure-timing-context-vs,1.0.0,active,,ProcedureTimingContextVS,Procedure Timing Context ValueSet,"Allowed values for the Procedure timing context extension.",,"Internal"
http://tecnomod-um.org/ValueSet/resq-stroke-discharge-document-type-vs,1.0.0,active,,RESQStrokeDischargeDocumentTypeVS,RESQ Stroke Discharge Document Type ValueSet,"Allowed document type code for the RESQ Stroke Hospital Discharge Summary Composition.","StructureDefinition/resq-stroke-discharge-composition","LOINC"
http://tecnomod-um.org/ValueSet/resq-stroke-discharge-section-code-vs,1.0.0,active,,RESQStrokeDischargeSectionCodeVS,RESQ Stroke Discharge Section Code ValueSet,"Allowed LOINC section codes for the RESQ Stroke Hospital Discharge Summary Composition.","StructureDefinition/resq-stroke-discharge-composition","LOINC"
http://tecnomod-um.org/ValueSet/risk-factor-vs,1.0.0,active,,RiskFactorVS,RiskFactor ValueSet,"Allowed coded values for RiskFactor","StructureDefinition/stroke-risk-factor-condition-profile","SCT,Internal"
http://tecnomod-um.org/ValueSet/screening-performer-vs,1.0.0,active,,ScreeningPerformerVS,ScreeningPerformer ValueSet,"Allowed coded values for ScreeningPerformer","StructureDefinition/resq-practitioner-role-profile","SCT"
http://tecnomod-um.org/ValueSet/sex-vs,1.0.0,active,,SexVS,Sex ValueSet,"Allowed coded values for Sex","StructureDefinition/gender-snomed-ext","SCT"
http://tecnomod-um.org/ValueSet/specific-finding-value-vs,1.0.0,active,,SpecificFindingValueVS,Specific Finding Value ValueSet,"Allowed coded values used as Observation.valueCodeableConcept for specific finding observations.","StructureDefinition/specific-finding-observation-profile",
http://tecnomod-um.org/ValueSet/specific-finding-vs,1.0.0,active,,SpecificFindingVS,SpecificFinding ValueSet,"Allowed coded values for specific stroke-related findings.","StructureDefinition/stroke-imaging-diagnostic-report-profile,StructureDefinition/specific-finding-observation-profile","SCT,Internal"
http://tecnomod-um.org/ValueSet/stroke-circumstance-vs,1.0.0,active,,StrokeCircumstanceVS,StrokeCircumstance ValueSet,"Allowed coded values for StrokeCircumstance",,"Internal"
http://tecnomod-um.org/ValueSet/stroke-diagnosis-code-vs,1.0.0,active,,StrokeDiagnosisCodeVS,Stroke Diagnosis Code ValueSet,"Allowed coded values for final stroke episode diagnosis, including stroke types and stroke mimics.","StructureDefinition/stroke-diagnosis-condition-profile",
http://tecnomod-um.org/ValueSet/stroke-etiology-other-vs,1.0.0,active,,StrokeEtiologyOtherVS,StrokeEtiologyOther ValueSet,"Allowed coded values for StrokeEtiologyOther",,"SCT,Internal"
http://tecnomod-um.org/ValueSet/stroke-etiology-vs,1.0.0,active,,StrokeEtiologyVS,StrokeEtiology ValueSet,"Allowed coded values for StrokeEtiology","StructureDefinition/ischemic-stroke-etiology-ext","SCT,Internal"
http://tecnomod-um.org/ValueSet/stroke-treatment-procedure-vs,1.0.0,active,,StrokeTreatmentProcedureVS,PostStrokeProcedures ValueSet,"Allowed coded values for PostStrokeProcedures","StructureDefinition/stroke-treatment-procedure-profile",
http://tecnomod-um.org/ValueSet/stroke-treatment-vs,1.0.0,active,,StrokeTreatmentVS,StrokeTreatment ValueSet,"Allowed coded values for StrokeTreatment","ValueSet/stroke-treatment-procedure-vs","SCT,Internal"
http://tecnomod-um.org/ValueSet/stroke-type-vs,1.0.0,active,,StrokeTypeVS,StrokeType ValueSet,"Allowed coded values for StrokeType","ValueSet/stroke-diagnosis-code-vs","SCT"
http://tecnomod-um.org/ValueSet/swallowing-screening-done-vs,1.0.0,active,,SwallowingScreeningDoneVS,SwallowingScreeningDone ValueSet,"Allowed coded values for SwallowingScreeningDone",,"SCT"
http://tecnomod-um.org/ValueSet/swallowing-screening-timing-vs,1.0.0,active,,SwallowingScreeningTimingVS,SwallowingScreeningTiming ValueSet,"Allowed coded values for SwallowingScreeningTiming",,"SCT,Internal"
http://tecnomod-um.org/ValueSet/swallowing-screening-type-vs,1.0.0,active,,SwallowingScreeningTypeVS,SwallowingScreeningType ValueSet,"Allowed coded values for SwallowingScreeningType","StructureDefinition/stroke-swallow-procedure-profile","SCT,Internal"
http://tecnomod-um.org/ValueSet/tenecteplase-brand-vs,1.0.0,active,,TenecteplaseBrandVS,TenecteplaseBrand ValueSet,"Allowed coded values for TenecteplaseBrand","StructureDefinition/tenecteplase-brand-medication-profile","Internal"
http://tecnomod-um.org/ValueSet/three-month-contact-mode-vs,1.0.0,active,,ThreeMonthContactModeVS,ThreeMonthContactMode ValueSet,"Allowed coded values for ThreeMonthContactMode","StructureDefinition/three-month-contact-mode-observation-profile","SCT,Internal"
http://tecnomod-um.org/ValueSet/thrombectomy-complications-vs,1.0.0,active,,ThrombectomyComplicationsVS,ThrombectomyComplications ValueSet,"Allowed coded values for ThrombectomyComplications","StructureDefinition/stroke-mechanical-procedure-profile","SCT,Internal"
http://tecnomod-um.org/ValueSet/tia-clinical-symptoms-vs,1.0.0,active,,TiaClinicalSymptomsVS,TiaClinicalSymptoms ValueSet,"Allowed coded values for TiaClinicalSymptoms","StructureDefinition/tia-clinical-symptoms-observation-profile","SCT,Internal"
http://tecnomod-um.org/ValueSet/tia-symptom-duration-vs,1.0.0,active,,TiaSymptomDurationVS,TiaSymptomDuration ValueSet,"Allowed coded values for TiaSymptomDuration",,"Internal"
http://tecnomod-um.org/ValueSet/timing-metric-codes-vs,1.0.0,active,,TimingMetricCodesVS,TimingMetricCodes ValueSet,"Allowed coded values for TimingMetricCodes","StructureDefinition/timing-metric-observation-profile","Internal"
http://tecnomod-um.org/ValueSet/unitof-measurement-vs,1.0.0,active,,UnitofMeasurementVS,UnitofMeasurement ValueSet,"Allowed coded values for UnitofMeasurement",,"Other"
http://tecnomod-um.org/ValueSet/vital-signs-vs,1.0.0,active,,VitalSignsVS,VitalSigns ValueSet,"Allowed coded values for VitalSigns","StructureDefinition/vital-sign-observation-profile","SCT,Internal"
http://tecnomod-um.org/ValueSet/vte-procedures-vs,1.0.0,active,,VteProceduresVS,VteProcedures ValueSet,"Allowed coded values for VteProcedures","StructureDefinition/stroke-vte-procedure-profile","SCT,Internal"
http://terminology.hl7.org/ValueSet/v3-ServiceDeliveryLocationRoleType,3.0.0,active,"2.16.840.1.113883.1.11.17660",ServiceDeliveryLocationRoleType,ServiceDeliveryLocationRoleType,"A role of a place that further classifies the setting (e.g., accident site, road side, work site, community location) in which services are delivered.","StructureDefinition/resq-location-profile","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ServiceDeliveryLocationRoleType,1.0.0,active,,LocationsVS,Locations ValueSet,"Allowed coded values for Locations",,"THO (V3),Internal"
